sample	library	run	r1_file	r2_file	reads_raw_r1	reads_raw_r2	reads_primers_fwd	reads_primers_rvs	reads_filtered_fwd	reads_filtered_rvs	reads_tabled	reads_chimera_checked	reads_tax.length_filtered
ABLG11527-A-rkfish	ABLG11527-A-rkfish	1	ABLG11527-A-rkfish_S378_L001_R1_001.fastq.gz	ABLG11527-A-rkfish_S378_L001_R2_001.fastq.gz	59751	59751	58481	58481	58413	58413	50283	50240	50240
ABLG11527-B-rkfish	ABLG11527-B-rkfish	1	ABLG11527-B-rkfish_S474_L001_R1_001.fastq.gz	ABLG11527-B-rkfish_S474_L001_R2_001.fastq.gz	48101	48101	46958	46958	46885	46885	40986	40972	40972
ABLG11527-C-rkfish	ABLG11527-C-rkfish	1	ABLG11527-C-rkfish_S570_L001_R1_001.fastq.gz	ABLG11527-C-rkfish_S570_L001_R2_001.fastq.gz	64200	64200	62580	62580	62489	62489	51670	51619	51619
e03770-A-rkfish	e03770-A-rkfish	1	e03770-A-rkfish_S289_L001_R1_001.fastq.gz	e03770-A-rkfish_S289_L001_R2_001.fastq.gz	76474	76474	74836	74836	74738	74738	65358	65348	65348
e03770-B-rkfish	e03770-B-rkfish	1	e03770-B-rkfish_S385_L001_R1_001.fastq.gz	e03770-B-rkfish_S385_L001_R2_001.fastq.gz	7526	7526	7244	7244	6511	6511	631	620	620
e03770-C-rkfish	e03770-C-rkfish	1	e03770-C-rkfish_S481_L001_R1_001.fastq.gz	e03770-C-rkfish_S481_L001_R2_001.fastq.gz	7619	7619	7384	7384	6482	6482	285	285	285
e03771-A-rkfish	e03771-A-rkfish	1	e03771-A-rkfish_S290_L001_R1_001.fastq.gz	e03771-A-rkfish_S290_L001_R2_001.fastq.gz	7812	7812	7600	7600	6506	6506	510	510	510
e03771-B-rkfish	e03771-B-rkfish	1	e03771-B-rkfish_S386_L001_R1_001.fastq.gz	e03771-B-rkfish_S386_L001_R2_001.fastq.gz	13216	13216	12825	12825	11635	11635	7205	7164	7164
e03771-C-rkfish	e03771-C-rkfish	1	e03771-C-rkfish_S482_L001_R1_001.fastq.gz	e03771-C-rkfish_S482_L001_R2_001.fastq.gz	71329	71329	69626	69626	69510	69510	60685	60567	60567
e03772-A-rkfish	e03772-A-rkfish	1	e03772-A-rkfish_S291_L001_R1_001.fastq.gz	e03772-A-rkfish_S291_L001_R2_001.fastq.gz	11980	11980	11686	11686	7477	7477	603	603	603
e03772-B-rkfish	e03772-B-rkfish	1	e03772-B-rkfish_S387_L001_R1_001.fastq.gz	e03772-B-rkfish_S387_L001_R2_001.fastq.gz	10093	10093	9795	9795	6708	6708	1883	1865	1865
e03772-C-rkfish	e03772-C-rkfish	1	e03772-C-rkfish_S483_L001_R1_001.fastq.gz	e03772-C-rkfish_S483_L001_R2_001.fastq.gz	83832	83832	81845	81845	81693	81693	73315	73285	73285
e03773-A-rkfish	e03773-A-rkfish	1	e03773-A-rkfish_S292_L001_R1_001.fastq.gz	e03773-A-rkfish_S292_L001_R2_001.fastq.gz	8907	8907	8653	8653	8061	8061	567	561	561
e03773-B-rkfish	e03773-B-rkfish	1	e03773-B-rkfish_S388_L001_R1_001.fastq.gz	e03773-B-rkfish_S388_L001_R2_001.fastq.gz	53176	53176	51930	51930	51596	51596	48151	48151	48151
e03773-C-rkfish	e03773-C-rkfish	1	e03773-C-rkfish_S484_L001_R1_001.fastq.gz	e03773-C-rkfish_S484_L001_R2_001.fastq.gz	75075	75075	73369	73369	73224	73224	65754	65480	65480
e03774-A-rkfish	e03774-A-rkfish	1	e03774-A-rkfish_S293_L001_R1_001.fastq.gz	e03774-A-rkfish_S293_L001_R2_001.fastq.gz	9708	9708	9491	9491	6976	6976	134	134	134
e03774-B-rkfish	e03774-B-rkfish	1	e03774-B-rkfish_S389_L001_R1_001.fastq.gz	e03774-B-rkfish_S389_L001_R2_001.fastq.gz	6210	6210	6053	6053	4441	4441	136	136	136
e03774-C-rkfish	e03774-C-rkfish	1	e03774-C-rkfish_S485_L001_R1_001.fastq.gz	e03774-C-rkfish_S485_L001_R2_001.fastq.gz	7280	7280	7096	7096	5398	5398	665	665	665
e03775-A-rkfish	e03775-A-rkfish	1	e03775-A-rkfish_S294_L001_R1_001.fastq.gz	e03775-A-rkfish_S294_L001_R2_001.fastq.gz	44329	44329	43327	43327	43237	43237	42131	42131	42131
e03775-B-rkfish	e03775-B-rkfish	1	e03775-B-rkfish_S390_L001_R1_001.fastq.gz	e03775-B-rkfish_S390_L001_R2_001.fastq.gz	42879	42879	41811	41811	41764	41764	38814	38814	38814
e03775-C-rkfish	e03775-C-rkfish	1	e03775-C-rkfish_S486_L001_R1_001.fastq.gz	e03775-C-rkfish_S486_L001_R2_001.fastq.gz	4365	4365	4248	4248	3968	3968	233	233	233
e03776-A-rkfish	e03776-A-rkfish	1	e03776-A-rkfish_S295_L001_R1_001.fastq.gz	e03776-A-rkfish_S295_L001_R2_001.fastq.gz	5369	5369	5233	5233	4721	4721	204	204	204
e03776-B-rkfish	e03776-B-rkfish	1	e03776-B-rkfish_S391_L001_R1_001.fastq.gz	e03776-B-rkfish_S391_L001_R2_001.fastq.gz	4789	4789	4566	4566	4273	4273	173	173	173
e03776-C-rkfish	e03776-C-rkfish	1	e03776-C-rkfish_S487_L001_R1_001.fastq.gz	e03776-C-rkfish_S487_L001_R2_001.fastq.gz	5541	5541	5351	5351	4998	4998	272	272	272
e03777-A-rkfish	e03777-A-rkfish	1	e03777-A-rkfish_S296_L001_R1_001.fastq.gz	e03777-A-rkfish_S296_L001_R2_001.fastq.gz	5906	5906	5761	5761	5054	5054	192	192	192
e03777-B-rkfish	e03777-B-rkfish	1	e03777-B-rkfish_S392_L001_R1_001.fastq.gz	e03777-B-rkfish_S392_L001_R2_001.fastq.gz	4774	4774	4482	4482	4022	4022	113	113	113
e03777-C-rkfish	e03777-C-rkfish	1	e03777-C-rkfish_S488_L001_R1_001.fastq.gz	e03777-C-rkfish_S488_L001_R2_001.fastq.gz	4878	4878	4727	4727	4360	4360	48	48	48
e03778-A-rkfish	e03778-A-rkfish	1	e03778-A-rkfish_S297_L001_R1_001.fastq.gz	e03778-A-rkfish_S297_L001_R2_001.fastq.gz	5017	5017	4833	4833	4210	4210	240	240	240
e03778-B-rkfish	e03778-B-rkfish	1	e03778-B-rkfish_S393_L001_R1_001.fastq.gz	e03778-B-rkfish_S393_L001_R2_001.fastq.gz	6822	6822	6592	6592	5962	5962	1970	1959	1959
e03778-C-rkfish	e03778-C-rkfish	1	e03778-C-rkfish_S489_L001_R1_001.fastq.gz	e03778-C-rkfish_S489_L001_R2_001.fastq.gz	59221	59221	57735	57735	57636	57636	50792	50759	50759
e03779-A-rkfish	e03779-A-rkfish	1	e03779-A-rkfish_S298_L001_R1_001.fastq.gz	e03779-A-rkfish_S298_L001_R2_001.fastq.gz	4639	4639	4518	4518	4223	4223	0	0	0
e03779-B-rkfish	e03779-B-rkfish	1	e03779-B-rkfish_S394_L001_R1_001.fastq.gz	e03779-B-rkfish_S394_L001_R2_001.fastq.gz	4300	4300	4164	4164	3673	3673	166	148	148
e03779-C-rkfish	e03779-C-rkfish	1	e03779-C-rkfish_S490_L001_R1_001.fastq.gz	e03779-C-rkfish_S490_L001_R2_001.fastq.gz	4927	4927	4807	4807	4544	4544	279	279	279
e03780-A-rkfish	e03780-A-rkfish	1	e03780-A-rkfish_S299_L001_R1_001.fastq.gz	e03780-A-rkfish_S299_L001_R2_001.fastq.gz	9154	9154	8914	8914	6880	6880	331	331	331
e03780-B-rkfish	e03780-B-rkfish	1	e03780-B-rkfish_S395_L001_R1_001.fastq.gz	e03780-B-rkfish_S395_L001_R2_001.fastq.gz	8794	8794	8556	8556	6686	6686	758	758	758
e03780-C-rkfish	e03780-C-rkfish	1	e03780-C-rkfish_S491_L001_R1_001.fastq.gz	e03780-C-rkfish_S491_L001_R2_001.fastq.gz	9197	9197	8981	8981	6781	6781	0	0	0
e03781-A-rkfish	e03781-A-rkfish	1	e03781-A-rkfish_S300_L001_R1_001.fastq.gz	e03781-A-rkfish_S300_L001_R2_001.fastq.gz	6976	6976	6655	6655	5688	5688	89	89	89
e03781-B-rkfish	e03781-B-rkfish	1	e03781-B-rkfish_S396_L001_R1_001.fastq.gz	e03781-B-rkfish_S396_L001_R2_001.fastq.gz	8196	8196	7891	7891	6405	6405	579	450	450
e03781-C-rkfish	e03781-C-rkfish	1	e03781-C-rkfish_S492_L001_R1_001.fastq.gz	e03781-C-rkfish_S492_L001_R2_001.fastq.gz	7401	7401	7202	7202	6144	6144	133	133	133
e03782-A-rkfish	e03782-A-rkfish	1	e03782-A-rkfish_S301_L001_R1_001.fastq.gz	e03782-A-rkfish_S301_L001_R2_001.fastq.gz	10555	10555	10310	10310	6151	6151	781	781	781
e03782-B-rkfish	e03782-B-rkfish	1	e03782-B-rkfish_S397_L001_R1_001.fastq.gz	e03782-B-rkfish_S397_L001_R2_001.fastq.gz	10893	10893	10609	10609	6509	6509	727	727	727
e03782-C-rkfish	e03782-C-rkfish	1	e03782-C-rkfish_S493_L001_R1_001.fastq.gz	e03782-C-rkfish_S493_L001_R2_001.fastq.gz	12085	12085	11777	11777	7210	7210	71	71	71
e03783-A-rkfish	e03783-A-rkfish	1	e03783-A-rkfish_S302_L001_R1_001.fastq.gz	e03783-A-rkfish_S302_L001_R2_001.fastq.gz	61502	61502	60140	60140	60044	60044	51938	51717	51717
e03783-B-rkfish	e03783-B-rkfish	1	e03783-B-rkfish_S398_L001_R1_001.fastq.gz	e03783-B-rkfish_S398_L001_R2_001.fastq.gz	59687	59687	58225	58225	57084	57084	44784	44784	44784
e03783-C-rkfish	e03783-C-rkfish	1	e03783-C-rkfish_S494_L001_R1_001.fastq.gz	e03783-C-rkfish_S494_L001_R2_001.fastq.gz	23606	23606	22960	22960	18784	18784	8414	8414	8414
e03784-A-rkfish	e03784-A-rkfish	1	e03784-A-rkfish_S303_L001_R1_001.fastq.gz	e03784-A-rkfish_S303_L001_R2_001.fastq.gz	5046	5046	4910	4910	4613	4613	0	0	0
e03784-B-rkfish	e03784-B-rkfish	1	e03784-B-rkfish_S399_L001_R1_001.fastq.gz	e03784-B-rkfish_S399_L001_R2_001.fastq.gz	4593	4593	4477	4477	4097	4097	164	164	164
e03784-C-rkfish	e03784-C-rkfish	1	e03784-C-rkfish_S495_L001_R1_001.fastq.gz	e03784-C-rkfish_S495_L001_R2_001.fastq.gz	5709	5709	5563	5563	5317	5317	438	438	438
e03785-A-rkfish	e03785-A-rkfish	1	e03785-A-rkfish_S304_L001_R1_001.fastq.gz	e03785-A-rkfish_S304_L001_R2_001.fastq.gz	2040	2040	1976	1976	1625	1625	67	67	67
e03785-B-rkfish	e03785-B-rkfish	1	e03785-B-rkfish_S400_L001_R1_001.fastq.gz	e03785-B-rkfish_S400_L001_R2_001.fastq.gz	2207	2207	2090	2090	1769	1769	318	318	318
e03785-C-rkfish	e03785-C-rkfish	1	e03785-C-rkfish_S496_L001_R1_001.fastq.gz	e03785-C-rkfish_S496_L001_R2_001.fastq.gz	1935	1935	1866	1866	1723	1723	0	0	0
e03786-A-rkfish	e03786-A-rkfish	1	e03786-A-rkfish_S305_L001_R1_001.fastq.gz	e03786-A-rkfish_S305_L001_R2_001.fastq.gz	4948	4948	4805	4805	3938	3938	148	148	148
e03786-B-rkfish	e03786-B-rkfish	1	e03786-B-rkfish_S401_L001_R1_001.fastq.gz	e03786-B-rkfish_S401_L001_R2_001.fastq.gz	5979	5979	5811	5811	5127	5127	1467	1467	1467
e03786-C-rkfish	e03786-C-rkfish	1	e03786-C-rkfish_S497_L001_R1_001.fastq.gz	e03786-C-rkfish_S497_L001_R2_001.fastq.gz	4186	4186	4039	4039	3571	3571	157	157	157
e03787-A-rkfish	e03787-A-rkfish	1	e03787-A-rkfish_S306_L001_R1_001.fastq.gz	e03787-A-rkfish_S306_L001_R2_001.fastq.gz	6795	6795	6609	6609	5844	5844	135	135	135
e03787-B-rkfish	e03787-B-rkfish	1	e03787-B-rkfish_S402_L001_R1_001.fastq.gz	e03787-B-rkfish_S402_L001_R2_001.fastq.gz	58941	58941	57508	57508	57408	57408	50921	50869	50869
e03787-C-rkfish	e03787-C-rkfish	1	e03787-C-rkfish_S498_L001_R1_001.fastq.gz	e03787-C-rkfish_S498_L001_R2_001.fastq.gz	6977	6977	6794	6794	6544	6544	139	139	139
e03788-A-rkfish	e03788-A-rkfish	1	e03788-A-rkfish_S307_L001_R1_001.fastq.gz	e03788-A-rkfish_S307_L001_R2_001.fastq.gz	4238	4238	4095	4095	3614	3614	62	62	62
e03788-B-rkfish	e03788-B-rkfish	1	e03788-B-rkfish_S403_L001_R1_001.fastq.gz	e03788-B-rkfish_S403_L001_R2_001.fastq.gz	5786	5786	5343	5343	3591	3591	373	373	373
e03788-C-rkfish	e03788-C-rkfish	1	e03788-C-rkfish_S499_L001_R1_001.fastq.gz	e03788-C-rkfish_S499_L001_R2_001.fastq.gz	1824	1824	1761	1761	1598	1598	111	111	111
e03789-A-rkfish	e03789-A-rkfish	1	e03789-A-rkfish_S308_L001_R1_001.fastq.gz	e03789-A-rkfish_S308_L001_R2_001.fastq.gz	5199	5199	5080	5080	4185	4185	0	0	0
e03789-B-rkfish	e03789-B-rkfish	1	e03789-B-rkfish_S404_L001_R1_001.fastq.gz	e03789-B-rkfish_S404_L001_R2_001.fastq.gz	6888	6888	6665	6665	5440	5440	988	988	988
e03789-C-rkfish	e03789-C-rkfish	1	e03789-C-rkfish_S500_L001_R1_001.fastq.gz	e03789-C-rkfish_S500_L001_R2_001.fastq.gz	5770	5770	5501	5501	4444	4444	0	0	0
e03790-A-rkfish	e03790-A-rkfish	1	e03790-A-rkfish_S309_L001_R1_001.fastq.gz	e03790-A-rkfish_S309_L001_R2_001.fastq.gz	4104	4104	3991	3991	2857	2857	748	748	748
e03790-B-rkfish	e03790-B-rkfish	1	e03790-B-rkfish_S405_L001_R1_001.fastq.gz	e03790-B-rkfish_S405_L001_R2_001.fastq.gz	1508	1508	1430	1430	838	838	228	224	224
e03790-C-rkfish	e03790-C-rkfish	1	e03790-C-rkfish_S501_L001_R1_001.fastq.gz	e03790-C-rkfish_S501_L001_R2_001.fastq.gz	7783	7783	7570	7570	5258	5258	274	274	274
e03791-A-rkfish	e03791-A-rkfish	1	e03791-A-rkfish_S310_L001_R1_001.fastq.gz	e03791-A-rkfish_S310_L001_R2_001.fastq.gz	6920	6920	6636	6636	4410	4410	994	994	994
e03791-B-rkfish	e03791-B-rkfish	1	e03791-B-rkfish_S406_L001_R1_001.fastq.gz	e03791-B-rkfish_S406_L001_R2_001.fastq.gz	7358	7358	7136	7136	4955	4955	819	815	815
e03791-C-rkfish	e03791-C-rkfish	1	e03791-C-rkfish_S502_L001_R1_001.fastq.gz	e03791-C-rkfish_S502_L001_R2_001.fastq.gz	7471	7471	7270	7270	4763	4763	156	156	156
e03792-A-rkfish	e03792-A-rkfish	1	e03792-A-rkfish_S311_L001_R1_001.fastq.gz	e03792-A-rkfish_S311_L001_R2_001.fastq.gz	9042	9042	8631	8631	5372	5372	2024	2024	2024
e03792-B-rkfish	e03792-B-rkfish	1	e03792-B-rkfish_S407_L001_R1_001.fastq.gz	e03792-B-rkfish_S407_L001_R2_001.fastq.gz	9953	9953	9676	9676	6772	6772	1179	1179	1179
e03792-C-rkfish	e03792-C-rkfish	1	e03792-C-rkfish_S503_L001_R1_001.fastq.gz	e03792-C-rkfish_S503_L001_R2_001.fastq.gz	10904	10904	10599	10599	5752	5752	34	34	34
e03793-A-rkfish	e03793-A-rkfish	1	e03793-A-rkfish_S312_L001_R1_001.fastq.gz	e03793-A-rkfish_S312_L001_R2_001.fastq.gz	6632	6632	6481	6481	6317	6317	34	34	34
e03793-B-rkfish	e03793-B-rkfish	1	e03793-B-rkfish_S408_L001_R1_001.fastq.gz	e03793-B-rkfish_S408_L001_R2_001.fastq.gz	5714	5714	5576	5576	5359	5359	586	586	586
e03793-C-rkfish	e03793-C-rkfish	1	e03793-C-rkfish_S504_L001_R1_001.fastq.gz	e03793-C-rkfish_S504_L001_R2_001.fastq.gz	5547	5547	5373	5373	4933	4933	0	0	0
e03794-A-rkfish	e03794-A-rkfish	1	e03794-A-rkfish_S313_L001_R1_001.fastq.gz	e03794-A-rkfish_S313_L001_R2_001.fastq.gz	5460	5460	5253	5253	3205	3205	35	35	35
e03794-B-rkfish	e03794-B-rkfish	1	e03794-B-rkfish_S409_L001_R1_001.fastq.gz	e03794-B-rkfish_S409_L001_R2_001.fastq.gz	6429	6429	6189	6189	4082	4082	1266	1266	1266
e03794-C-rkfish	e03794-C-rkfish	1	e03794-C-rkfish_S505_L001_R1_001.fastq.gz	e03794-C-rkfish_S505_L001_R2_001.fastq.gz	4553	4553	4384	4384	2451	2451	122	122	122
e03795-A-rkfish	e03795-A-rkfish	1	e03795-A-rkfish_S314_L001_R1_001.fastq.gz	e03795-A-rkfish_S314_L001_R2_001.fastq.gz	6990	6990	6840	6840	5369	5369	0	0	0
e03795-B-rkfish	e03795-B-rkfish	1	e03795-B-rkfish_S410_L001_R1_001.fastq.gz	e03795-B-rkfish_S410_L001_R2_001.fastq.gz	6427	6427	6263	6263	4543	4543	242	242	242
e03795-C-rkfish	e03795-C-rkfish	1	e03795-C-rkfish_S506_L001_R1_001.fastq.gz	e03795-C-rkfish_S506_L001_R2_001.fastq.gz	5569	5569	5435	5435	3963	3963	4	4	4
e03796-A-rkfish	e03796-A-rkfish	1	e03796-A-rkfish_S315_L001_R1_001.fastq.gz	e03796-A-rkfish_S315_L001_R2_001.fastq.gz	4931	4931	4753	4753	4328	4328	4321	4321	4321
e03796-B-rkfish	e03796-B-rkfish	1	e03796-B-rkfish_S411_L001_R1_001.fastq.gz	e03796-B-rkfish_S411_L001_R2_001.fastq.gz	5275	5275	5055	5055	4021	4021	601	601	601
e03796-C-rkfish	e03796-C-rkfish	1	e03796-C-rkfish_S507_L001_R1_001.fastq.gz	e03796-C-rkfish_S507_L001_R2_001.fastq.gz	3997	3997	3899	3899	3529	3529	24	24	24
e03797-A-rkfish	e03797-A-rkfish	1	e03797-A-rkfish_S316_L001_R1_001.fastq.gz	e03797-A-rkfish_S316_L001_R2_001.fastq.gz	5623	5623	5395	5395	5069	5069	52	52	52
e03797-B-rkfish	e03797-B-rkfish	1	e03797-B-rkfish_S412_L001_R1_001.fastq.gz	e03797-B-rkfish_S412_L001_R2_001.fastq.gz	5276	5276	5117	5117	4852	4852	247	247	247
e03797-C-rkfish	e03797-C-rkfish	1	e03797-C-rkfish_S508_L001_R1_001.fastq.gz	e03797-C-rkfish_S508_L001_R2_001.fastq.gz	5493	5493	5112	5112	4903	4903	0	0	0
e03798-A-rkfish	e03798-A-rkfish	1	e03798-A-rkfish_S317_L001_R1_001.fastq.gz	e03798-A-rkfish_S317_L001_R2_001.fastq.gz	6546	6546	6357	6357	4633	4633	325	325	325
e03798-B-rkfish	e03798-B-rkfish	1	e03798-B-rkfish_S413_L001_R1_001.fastq.gz	e03798-B-rkfish_S413_L001_R2_001.fastq.gz	6087	6087	5725	5725	3614	3614	179	179	179
e03798-C-rkfish	e03798-C-rkfish	1	e03798-C-rkfish_S509_L001_R1_001.fastq.gz	e03798-C-rkfish_S509_L001_R2_001.fastq.gz	5105	5105	4945	4945	3232	3232	37	37	37
e03799-A-rkfish	e03799-A-rkfish	1	e03799-A-rkfish_S318_L001_R1_001.fastq.gz	e03799-A-rkfish_S318_L001_R2_001.fastq.gz	7575	7575	7378	7378	4561	4561	44	44	44
e03799-B-rkfish	e03799-B-rkfish	1	e03799-B-rkfish_S414_L001_R1_001.fastq.gz	e03799-B-rkfish_S414_L001_R2_001.fastq.gz	7083	7083	6717	6717	3980	3980	378	378	378
e03799-C-rkfish	e03799-C-rkfish	1	e03799-C-rkfish_S510_L001_R1_001.fastq.gz	e03799-C-rkfish_S510_L001_R2_001.fastq.gz	7089	7089	6871	6871	4021	4021	130	130	130
e03800-A-rkfish	e03800-A-rkfish	1	e03800-A-rkfish_S319_L001_R1_001.fastq.gz	e03800-A-rkfish_S319_L001_R2_001.fastq.gz	8736	8736	8435	8435	8121	8121	0	0	0
