"","qseqid","species","seq_percID","top_perc","diff","taxonomic_level","taxon"
"252","ASV_0283","Sebastes alutus",99.39,99.39,0,"species","Sebastes alutus"
"253","ASV_0284","Sebastes nigrocinctus",96.407,96.407,0,"species","Sebastes nigrocinctus"
"254","ASV_0285","Sebastes variegatus",98.193,98.193,0,"species","Sebastes variegatus"
"255","ASV_0286","Sebastes alutus",99.39,99.39,0,"species","Sebastes alutus"
"256","ASV_0287","Sebastes melanostictus",99.39,99.39,0,"species","Sebastes melanostictus"
"257","ASV_0288","Sebastes babcocki",98.788,98.788,0,"species","Sebastes babcocki"
"258","ASV_0289","Sebastes alutus",99.387,99.387,0,"species","Sebastes alutus"
"259","ASV_0291","Sebastes entomelas",100,100,0,"species","Sebastes entomelas"
"260","ASV_0292","Sebastes alutus",99.379,99.379,0,"species","Sebastes alutus"
"261","ASV_0293","Sebastes helvomaculatus",98.817,98.817,0,"species","Sebastes helvomaculatus"
"262","ASV_0294","Sebastes polyspinis",100,100,0,"species","Sebastes polyspinis"
"263","ASV_0295","Sebastes alutus",99.39,99.39,0,"species","Sebastes alutus"
"264","ASV_0298","Sebastes aleutianus",99.39,99.39,0,"species","Sebastes aleutianus"
"265","ASV_0299","Sebastes alutus",99.39,99.39,0,"species","Sebastes alutus"
"266","ASV_0300","Sebastes aleutianus",98.78,98.78,0,"species","Sebastes aleutianus"
"267","ASV_0301","Sebastolobus alascanus",98.171,98.171,0,"species","Sebastolobus alascanus"
"268","ASV_0302","Sebastes carnatus",95.758,95.758,0,"species","Sebastes carnatus"
"269","ASV_0303","Sebastes aleutianus",99.39,99.39,0,"species","Sebastes aleutianus"
"270","ASV_0304","Sebastes borealis",100,100,0,"species","Sebastes borealis"
"271","ASV_0305","Sebastes alutus",99.39,99.39,0,"species","Sebastes alutus"
"272","ASV_0307","Sebastes alutus",98.78,98.78,0,"species","Sebastes alutus"
"273","ASV_0308","Sebastes alutus",98.78,98.78,0,"species","Sebastes alutus"
"274","ASV_0309","Sebastes alutus",98.78,98.78,0,"species","Sebastes alutus"
"275","ASV_0310","Sebastes alutus",99.39,99.39,0,"species","Sebastes alutus"
"276","ASV_0311","Sebastes aleutianus",99.39,99.39,0,"species","Sebastes aleutianus"
"277","ASV_0312","Sebastes aleutianus",99.39,99.39,0,"species","Sebastes aleutianus"
"278","ASV_0313","Sebastes alutus",98.171,98.171,0,"species","Sebastes alutus"
"279","ASV_0314","Sebastes melanostictus",97.561,97.561,0,"species","Sebastes melanostictus"
"280","ASV_0315","Sebastes brevispinis",99.394,99.394,0,"species","Sebastes brevispinis"
"281","ASV_0316","Sebastes brevispinis",99.394,99.394,0,"species","Sebastes brevispinis"
"282","ASV_0317","Sebastes flavidus",97.576,97.576,0,"species","Sebastes flavidus"
"283","ASV_0318","Sebastes aleutianus",99.39,99.39,0,"species","Sebastes aleutianus"
"284","ASV_0319","Sebastes proriger",98.795,98.795,0,"species","Sebastes proriger"
"285","ASV_0320","Sebastes pinniger",98.788,98.788,0,"species","Sebastes pinniger"
"286","ASV_0321","Sebastes borealis",97.561,97.561,0,"species","Sebastes borealis"
"287","ASV_0322","Sebastes flavidus",100,100,0,"species","Sebastes flavidus"
"288","ASV_0324","Sebastolobus alascanus",98.171,98.171,0,"species","Sebastolobus alascanus"
"289","ASV_0325","Sebastes alutus",99.39,99.39,0,"species","Sebastes alutus"
"290","ASV_0326","Sebastes carnatus",96.364,96.364,0,"species","Sebastes carnatus"
"291","ASV_0327","Sebastes polyspinis",98.773,98.773,0,"species","Sebastes polyspinis"
"292","ASV_0328","Sebastes brevispinis",100,100,0,"species","Sebastes brevispinis"
"293","ASV_0329","Sebastes nigrocinctus",97.605,97.605,0,"species","Sebastes nigrocinctus"
"294","ASV_0330","Sebastes aleutianus",100,100,0,"species","Sebastes aleutianus"
"295","ASV_0331","Sebastes aleutianus",99.39,99.39,0,"species","Sebastes aleutianus"
"296","ASV_0332","Sebastes ruberrimus",99.405,99.405,0,"species","Sebastes ruberrimus"
"297","ASV_0333","Sebastes aleutianus",99.39,99.39,0,"species","Sebastes aleutianus"
"298","ASV_0334","Sebastes brevispinis",99.394,99.394,0,"species","Sebastes brevispinis"
"299","ASV_0335","Sebastes alutus",98.78,98.78,0,"species","Sebastes alutus"
"300","ASV_0337","Sebastes aleutianus",99.39,99.39,0,"species","Sebastes aleutianus"
"301","ASV_0338","Sebastes brevispinis",99.394,99.394,0,"species","Sebastes brevispinis"
"302","ASV_0340","Sebastes alutus",98.78,98.78,0,"species","Sebastes alutus"
"303","ASV_0341","Sebastes alutus",98.78,98.78,0,"species","Sebastes alutus"
"304","ASV_0343","Sebastes alutus",99.39,99.39,0,"species","Sebastes alutus"
"305","ASV_0344","Sebastes polyspinis",99.387,99.387,0,"species","Sebastes polyspinis"
"306","ASV_0345","Sebastes aleutianus",99.39,99.39,0,"species","Sebastes aleutianus"
"307","ASV_0346","Sebastes alutus",98.78,98.78,0,"species","Sebastes alutus"
"308","ASV_0349","Sebastes aleutianus",99.39,99.39,0,"species","Sebastes aleutianus"
"309","ASV_0351","Sebastes melanops",99.394,99.394,0,"species","Sebastes melanops"
"310","ASV_0352","Sebastes alutus",98.765,98.765,0,"species","Sebastes alutus"
"311","ASV_0355","Sebastes borealis",99.39,99.39,0,"species","Sebastes borealis"
"312","ASV_0357","Sebastes borealis",99.39,99.39,0,"species","Sebastes borealis"
"313","ASV_0358","Sebastes aleutianus",99.39,99.39,0,"species","Sebastes aleutianus"
"314","ASV_0359","Sebastes brevispinis",99.394,99.394,0,"species","Sebastes brevispinis"
"315","ASV_0360","Sebastes flavidus",99.394,99.394,0,"species","Sebastes flavidus"
"316","ASV_0361","Sebastes alutus",98.78,98.78,0,"species","Sebastes alutus"
"317","ASV_0362","Sebastes proriger",99.398,99.398,0,"species","Sebastes proriger"
"318","ASV_0364","Sebastes babcocki",98.788,98.788,0,"species","Sebastes babcocki"
"319","ASV_0365","Sebastes brevispinis",99.394,99.394,0,"species","Sebastes brevispinis"
"320","ASV_0366","Sebastes brevispinis",99.394,99.394,0,"species","Sebastes brevispinis"
"321","ASV_0367","Sebastes elongatus",99.398,99.398,0,"species","Sebastes elongatus"
"322","ASV_0368","Sebastes brevispinis",99.394,99.394,0,"species","Sebastes brevispinis"
"323","ASV_0369","Sebastes goodei",99.383,99.383,0,"species","Sebastes goodei"
"324","ASV_0371","Sebastes brevispinis",99.394,99.394,0,"species","Sebastes brevispinis"
"325","ASV_0372","Sebastes proriger",99.398,99.398,0,"species","Sebastes proriger"
"326","ASV_0373","Sebastes carnatus",96.364,96.364,0,"species","Sebastes carnatus"
"327","ASV_0374","Sebastes entomelas",99.394,99.394,0,"species","Sebastes entomelas"
"328","ASV_0375","Sebastes carnatus",96.364,96.364,0,"species","Sebastes carnatus"
"329","ASV_0377","Sebastes zacentrus",98.788,98.788,0,"species","Sebastes zacentrus"
"330","ASV_0379","Sebastes melanops",100,100,0,"species","Sebastes melanops"
"331","ASV_0380","Sebastes carnatus",96.364,96.364,0,"species","Sebastes carnatus"
"332","ASV_0382","Sebastolobus alascanus",97.717,97.717,0,"species","Sebastolobus alascanus"
"333","ASV_0384","Sebastes alutus",98.78,98.78,0,"species","Sebastes alutus"
"334","ASV_0385","Sebastes pinniger",99.394,99.394,0,"species","Sebastes pinniger"
"335","ASV_0386","Sebastes alutus",98.78,98.78,0,"species","Sebastes alutus"
"336","ASV_0387","Sebastes brevispinis",99.394,99.394,0,"species","Sebastes brevispinis"
"337","ASV_0388","Sebastes brevispinis",99.394,99.394,0,"species","Sebastes brevispinis"
"338","ASV_0389","Sebastes pinniger",98.788,98.788,0,"species","Sebastes pinniger"
"339","ASV_0390","Sebastes polyspinis",98.773,98.773,0,"species","Sebastes polyspinis"
"340","ASV_0393","Sebastes ruberrimus",99.405,99.405,0,"species","Sebastes ruberrimus"
"341","ASV_0394","Sebastes carnatus",96.364,96.364,0,"species","Sebastes carnatus"
"342","ASV_0395","Sebastes alutus",99.39,99.39,0,"species","Sebastes alutus"
"343","ASV_0396","Sebastes maliger",99.394,99.394,0,"species","Sebastes maliger"
"344","ASV_0398","Sebastes maliger",99.394,99.394,0,"species","Sebastes maliger"
"345","ASV_0399","Sebastes babcocki",98.788,98.788,0,"species","Sebastes babcocki"
"346","ASV_0402","Sebastes helvomaculatus",99.412,99.412,0,"species","Sebastes helvomaculatus"
"347","ASV_0403","Sebastes maliger",99.394,99.394,0,"species","Sebastes maliger"
"348","ASV_0405","Sebastes babcocki",98.788,98.788,0,"species","Sebastes babcocki"
"349","ASV_0406","Sebastes polyspinis",98.773,98.773,0,"species","Sebastes polyspinis"
"350","ASV_0408","Sebastes brevispinis",96.364,96.364,0,"species","Sebastes brevispinis"
"351","ASV_0410","Sebastes alutus",98.78,98.78,0,"species","Sebastes alutus"
"352","ASV_0411","Sebastes alutus",98.78,98.78,0,"species","Sebastes alutus"
"353","ASV_0414","Sebastes brevispinis",100,100,0,"species","Sebastes brevispinis"
"354","ASV_0415","Sebastes aleutianus",99.39,99.39,0,"species","Sebastes aleutianus"
"355","ASV_0416","Sebastes polyspinis",99.387,99.387,0,"species","Sebastes polyspinis"
"356","ASV_0417","Sebastes nigrocinctus",97.605,97.605,0,"species","Sebastes nigrocinctus"
"357","ASV_0418","Sebastes alutus",99.39,99.39,0,"species","Sebastes alutus"
"358","ASV_0419","Sebastes elongatus",99.398,99.398,0,"species","Sebastes elongatus"
"359","ASV_0420","Sebastes ruberrimus",100,100,0,"species","Sebastes ruberrimus"
"360","ASV_0421","Sebastes diaconus",100,100,0,"species","Sebastes diaconus"
"361","ASV_0423","Sebastes aleutianus",99.39,99.39,0,"species","Sebastes aleutianus"
"362","ASV_0424","Sebastes carnatus",96.364,96.364,0,"species","Sebastes carnatus"
"363","ASV_0425","Sebastes polyspinis",99.387,99.387,0,"species","Sebastes polyspinis"
"364","ASV_0429","Sebastes carnatus",96.914,96.914,0,"species","Sebastes carnatus"
"365","ASV_0430","Sebastes flavidus",100,100,0,"species","Sebastes flavidus"
"366","ASV_0432","Sebastes maliger",99.394,99.394,0,"species","Sebastes maliger"
"367","ASV_0433","Sebastes alutus",99.39,99.39,0,"species","Sebastes alutus"
"368","ASV_0435","Sebastes flavidus",98.788,98.788,0,"species","Sebastes flavidus"
"369","ASV_0436","Sebastes aleutianus",95.732,95.732,0,"species","Sebastes aleutianus"
"370","ASV_0437","Sebastes carnatus",96.364,96.364,0,"species","Sebastes carnatus"
"371","ASV_0438","Sebastes nigrocinctus",97.605,97.605,0,"species","Sebastes nigrocinctus"
"372","ASV_0439","Sebastes helvomaculatus",99.412,99.412,0,"species","Sebastes helvomaculatus"
"373","ASV_0441","Sebastes maliger",100,100,0,"species","Sebastes maliger"
"374","ASV_0443","Sebastes babcocki",98.788,98.788,0,"species","Sebastes babcocki"
"375","ASV_0444","Sebastes goodei",99.383,99.383,0,"species","Sebastes goodei"
"376","ASV_0446","Sebastes ruberrimus",96.429,96.429,0,"species","Sebastes ruberrimus"
"377","ASV_0447","Sebastes nigrocinctus",95.21,95.21,0,"species","Sebastes nigrocinctus"
"378","ASV_0448","Sebastes carnatus",96.364,96.364,0,"species","Sebastes carnatus"
"379","ASV_0449","Sebastes borealis",98.78,98.78,0,"species","Sebastes borealis"
"380","ASV_0452","Sebastes pinniger",98.773,98.773,0,"species","Sebastes pinniger"
"381","ASV_0453","Sebastes alutus",99.39,99.39,0,"species","Sebastes alutus"
"382","ASV_0454","Sebastes proriger",100,100,0,"species","Sebastes proriger"
"383","ASV_0455","Sebastes brevispinis",99.394,99.394,0,"species","Sebastes brevispinis"
"384","ASV_0456","Sebastes helvomaculatus",98.817,98.817,0,"species","Sebastes helvomaculatus"
"385","ASV_0457","Sebastes melanostictus",98.78,98.78,0,"species","Sebastes melanostictus"
"386","ASV_0458","Sebastes aleutianus",99.39,99.39,0,"species","Sebastes aleutianus"
"387","ASV_0459","Sebastes borealis",99.39,99.39,0,"species","Sebastes borealis"
"388","ASV_0460","Sebastes nigrocinctus",97.605,97.605,0,"species","Sebastes nigrocinctus"
"389","ASV_0461","Sebastes polyspinis",99.387,99.387,0,"species","Sebastes polyspinis"
"390","ASV_0462","Sebastes pinniger",99.394,99.394,0,"species","Sebastes pinniger"
"391","ASV_0463","Sebastes aleutianus",99.39,99.39,0,"species","Sebastes aleutianus"
"392","ASV_0464","Sebastes nigrocinctus",97.605,97.605,0,"species","Sebastes nigrocinctus"
"393","ASV_0465","Sebastes melanostictus",98.171,98.171,0,"species","Sebastes melanostictus"
"394","ASV_0466","Sebastes alutus",98.78,98.78,0,"species","Sebastes alutus"
"395","ASV_0467","Sebastes brevispinis",99.394,99.394,0,"species","Sebastes brevispinis"
"396","ASV_0469","Sebastes proriger",98.795,98.795,0,"species","Sebastes proriger"
"397","ASV_0470","Sebastes maliger",98.788,98.788,0,"species","Sebastes maliger"
"398","ASV_0472","Sebastes pinniger",98.788,98.788,0,"species","Sebastes pinniger"
"399","ASV_0473","Sebastes elongatus",99.398,99.398,0,"species","Sebastes elongatus"
"400","ASV_0475","Sebastes brevispinis",99.394,99.394,0,"species","Sebastes brevispinis"
"401","ASV_0476","Sebastes aleutianus",99.39,99.39,0,"species","Sebastes aleutianus"
"402","ASV_0478","Sebastes goodei",99.383,99.383,0,"species","Sebastes goodei"
"403","ASV_0479","Sebastes helvomaculatus",98.817,98.817,0,"species","Sebastes helvomaculatus"
"404","ASV_0480","Sebastes entomelas",98.788,98.788,0,"species","Sebastes entomelas"
"405","ASV_0482","Sebastes aleutianus",99.39,99.39,0,"species","Sebastes aleutianus"
"406","ASV_0483","Sebastes proriger",95.181,95.181,0,"species","Sebastes proriger"
"407","ASV_0484","Sebastes brevispinis",99.394,99.394,0,"species","Sebastes brevispinis"
"408","ASV_0485","Sebastes borealis",99.39,99.39,0,"species","Sebastes borealis"
"409","ASV_0486","Sebastes proriger",99.398,99.398,0,"species","Sebastes proriger"
"410","ASV_0487","Sebastes ruberrimus",99.405,99.405,0,"species","Sebastes ruberrimus"
"411","ASV_0489","Sebastes maliger",99.394,99.394,0,"species","Sebastes maliger"
"412","ASV_0490","Sebastes nigrocinctus",97.605,97.605,0,"species","Sebastes nigrocinctus"
"413","ASV_0492","Sebastes brevispinis",99.394,99.394,0,"species","Sebastes brevispinis"
"414","ASV_0493","Sebastes elongatus",99.398,99.398,0,"species","Sebastes elongatus"
"415","ASV_0494","Sebastes nigrocinctus",96.471,96.471,0,"species","Sebastes nigrocinctus"
"416","ASV_0496","Sebastes nigrocinctus",97.605,97.605,0,"species","Sebastes nigrocinctus"
"417","ASV_0498","Sebastes aleutianus",99.39,99.39,0,"species","Sebastes aleutianus"
"418","ASV_0500","Sebastes proriger",97.59,97.59,0,"species","Sebastes proriger"
"419","ASV_0501","Sebastes alutus",98.171,98.171,0,"species","Sebastes alutus"
"420","ASV_0502","Sebastes brevispinis",99.394,99.394,0,"species","Sebastes brevispinis"
"421","ASV_0503","Sebastes entomelas",99.394,99.394,0,"species","Sebastes entomelas"
"422","ASV_0504","Sebastes nigrocinctus",97.605,97.605,0,"species","Sebastes nigrocinctus"
"423","ASV_0505","Sebastes pinniger",99.394,99.394,0,"species","Sebastes pinniger"
"424","ASV_0506","Sebastes flavidus",98.788,98.788,0,"species","Sebastes flavidus"
"425","ASV_0507","Sebastes helvomaculatus",98.225,98.225,0,"species","Sebastes helvomaculatus"
"426","ASV_0509","Sebastes pinniger",98.788,98.788,0,"species","Sebastes pinniger"
"427","ASV_0510","Sebastes alutus",95.732,95.732,0,"species","Sebastes alutus"
"428","ASV_0511","Sebastes elongatus",99.398,99.398,0,"species","Sebastes elongatus"
"429","ASV_0513","Sebastes polyspinis",99.387,99.387,0,"species","Sebastes polyspinis"
"430","ASV_0514","Sebastes nigrocinctus",97.605,97.605,0,"species","Sebastes nigrocinctus"
"431","ASV_0515","Sebastes aleutianus",99.39,99.39,0,"species","Sebastes aleutianus"
"432","ASV_0516","Sebastes ruberrimus",99.405,99.405,0,"species","Sebastes ruberrimus"
"433","ASV_0517","Sebastes alutus",98.78,98.78,0,"species","Sebastes alutus"
"434","ASV_0518","Sebastes borealis",99.39,99.39,0,"species","Sebastes borealis"
"435","ASV_0519","Sebastes melanops",99.394,99.394,0,"species","Sebastes melanops"
"436","ASV_0520","Sebastes entomelas",99.394,99.394,0,"species","Sebastes entomelas"
"437","ASV_0526","Sebastes ruberrimus",99.405,99.405,0,"species","Sebastes ruberrimus"
"438","ASV_0531","Sebastes maliger",98.788,98.788,0,"species","Sebastes maliger"
"439","ASV_0532","Sebastes alutus",98.78,98.78,0,"species","Sebastes alutus"
"440","ASV_0533","Sebastes ruberrimus",96.429,96.429,0,"species","Sebastes ruberrimus"
"441","ASV_0534","Sebastes caurinus",98.788,98.788,0,"species","Sebastes caurinus"
"442","ASV_0539","Sebastes pinniger",99.394,99.394,0,"species","Sebastes pinniger"
"443","ASV_0540","Sebastes nigrocinctus",97.006,97.006,0,"species","Sebastes nigrocinctus"
"444","ASV_0542","Sebastes entomelas",98.182,98.182,0,"species","Sebastes entomelas"
"445","ASV_0543","Sebastes borealis",98.78,98.78,0,"species","Sebastes borealis"
"446","ASV_0545","Sebastes nigrocinctus",97.006,97.006,0,"species","Sebastes nigrocinctus"
"447","ASV_0548","Sebastes goodei",99.383,99.383,0,"species","Sebastes goodei"
"448","ASV_0549","Sebastes nigrocinctus",97.605,97.605,0,"species","Sebastes nigrocinctus"
"449","ASV_0551","Sebastes alutus",99.39,99.39,0,"species","Sebastes alutus"
"450","ASV_0554","Sebastes alutus",98.78,98.78,0,"species","Sebastes alutus"
"451","ASV_0555","Sebastes elongatus",98.795,98.795,0,"species","Sebastes elongatus"
"452","ASV_0556","Sebastes babcocki",98.788,98.788,0,"species","Sebastes babcocki"
"453","ASV_0557","Sebastes melanostictus",97.561,97.561,0,"species","Sebastes melanostictus"
"454","ASV_0558","Sebastes entomelas",100,100,0,"species","Sebastes entomelas"
"455","ASV_0559","Sebastes brevispinis",99.394,99.394,0,"species","Sebastes brevispinis"
"456","ASV_0561","Sebastes ruberrimus",97.619,97.619,0,"species","Sebastes ruberrimus"
"457","ASV_0563","Sebastes brevispinis",99.394,99.394,0,"species","Sebastes brevispinis"
"458","ASV_0564","Sebastes melanostictus",97.561,97.561,0,"species","Sebastes melanostictus"
"459","ASV_0565","Sebastolobus alascanus",97.561,97.561,0,"species","Sebastolobus alascanus"
"460","ASV_0569","Sebastes proriger",95.783,95.783,0,"species","Sebastes proriger"
"461","ASV_0570","Sebastes atrovirens",98.788,98.788,0,"species","Sebastes atrovirens"
"462","ASV_0572","Sebastes melanostictus",98.171,98.171,0,"species","Sebastes melanostictus"
"463","ASV_0573","Sebastes ruberrimus",98.81,98.81,0,"species","Sebastes ruberrimus"
"464","ASV_0574","Sebastes nigrocinctus",97.605,97.605,0,"species","Sebastes nigrocinctus"
"465","ASV_0575","Sebastes aleutianus",96.341,96.341,0,"species","Sebastes aleutianus"
"466","ASV_0576","Sebastes maliger",98.788,98.788,0,"species","Sebastes maliger"
"467","ASV_0577","Sebastes alutus",99.39,99.39,0,"species","Sebastes alutus"
"468","ASV_0580","Sebastes borealis",95.122,95.122,0,"species","Sebastes borealis"
"469","ASV_0581","Sebastes alutus",99.39,99.39,0,"species","Sebastes alutus"
"470","ASV_0584","Sebastes flavidus",99.387,99.387,0,"species","Sebastes flavidus"
"471","ASV_0585","Sebastes wilsoni",98.788,98.788,0,"species","Sebastes wilsoni"
"472","ASV_0586","Sebastes ciliatus_variabilis",98.773,98.773,0,"species","Sebastes ciliatus_variabilis"
"473","ASV_0587","Sebastes ruberrimus",98.81,98.81,0,"species","Sebastes ruberrimus"
"474","ASV_0588","Sebastes nigrocinctus",97.006,97.006,0,"species","Sebastes nigrocinctus"
"475","ASV_0590","Sebastes flavidus",98.182,98.182,0,"species","Sebastes flavidus"
"476","ASV_0591","Sebastes aleutianus",99.39,99.39,0,"species","Sebastes aleutianus"
"477","ASV_0592","Sebastolobus alascanus",98.78,98.78,0,"species","Sebastolobus alascanus"
"478","ASV_0593","Sebastes borealis",99.39,99.39,0,"species","Sebastes borealis"
"479","ASV_0594","Sebastes reedi",98.171,98.171,0,"species","Sebastes reedi"
"480","ASV_0595","Sebastes proriger",98.795,98.795,0,"species","Sebastes proriger"
"481","ASV_0597","Sebastes serranoides",99.394,99.394,0,"species","Sebastes serranoides"
"482","ASV_0598","Sebastes wilsoni",99.394,99.394,0,"species","Sebastes wilsoni"
"483","ASV_0604","Sebastes babcocki",95.238,95.238,0,"species","Sebastes babcocki"
"484","ASV_0606","Sebastes babcocki",95.238,95.238,0,"species","Sebastes babcocki"
"485","ASV_0609","Sebastes babcocki",98.788,98.788,0,"species","Sebastes babcocki"
"486","ASV_0611","Sebastes zacentrus",98.788,98.788,0,"species","Sebastes zacentrus"
"487","ASV_0612","Sebastes melanops",99.394,99.394,0,"species","Sebastes melanops"
"488","ASV_0613","Sebastes alutus",99.39,99.39,0,"species","Sebastes alutus"
"489","ASV_0614","Sebastes ruberrimus",97.619,97.619,0,"species","Sebastes ruberrimus"
"490","ASV_0615","Sebastes helvomaculatus",99.412,99.412,0,"species","Sebastes helvomaculatus"
"491","ASV_0616","Sebastes aleutianus",98.78,98.78,0,"species","Sebastes aleutianus"
"492","ASV_0619","Sebastes elongatus",99.398,99.398,0,"species","Sebastes elongatus"
"493","ASV_0622","Sebastes borealis",95.758,95.758,0,"species","Sebastes borealis"
"494","ASV_0623","Sebastes babcocki",98.182,98.182,0,"species","Sebastes babcocki"
"495","ASV_0624","Sebastes proriger",98.193,98.193,0,"species","Sebastes proriger"
